Question,Event Category,Region,City
What are you most likely to do when you're stressed,Work-out,North Carolina,Charlotte
What are you most likely to do when you're stressed,Work-out,Florida,Pembroke Pines
What are you most likely to do when you're stressed,Work-out,Indiana,Indianapolis
What are you most likely to do when you're stressed,Work-out,Florida,Miramar
What are you most likely to do when you're stressed,Work-out,Utah,East Millcreek
What are you most likely to do when you're stressed,Work-out,Michigan,Livonia
What are you most likely to do when you're stressed,Work-out,Ohio,Lisbon
What are you most likely to do when you're stressed,Work-out,California,Los Angeles
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Wisconsin,Madison
What are you most likely to do when you're stressed,Work-out,California,(not set)
What are you most likely to do when you're stressed,Work-out,South Carolina,Carolina Forest
What are you most likely to do when you're stressed,Work-out,Texas,Houston
What are you most likely to do when you're stressed,Work-out,Oklahoma,Oklahoma City
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,Texas,Houston
What are you most likely to do when you're stressed,Work-out,Oklahoma,Oklahoma City
What are you most likely to do when you're stressed,Work-out,North Carolina,Charlotte
What are you most likely to do when you're stressed,Work-out,Florida,Blountstown
What are you most likely to do when you're stressed,Work-out,Florida,Fort Lauderdale
What are you most likely to do when you're stressed,Work-out,Missouri,Kansas City
What are you most likely to do when you're stressed,Work-out,Texas,Houston
What are you most likely to do when you're stressed,Work-out,Massachusetts,Plymouth
What are you most likely to do when you're stressed,Work-out,Missouri,Savannah
What are you most likely to do when you're stressed,Work-out,Georgia,Atlanta
What are you most likely to do when you're stressed,Work-out,New Jersey,North Bergen
What are you most likely to do when you're stressed,Work-out,Missouri,St. Louis
What are you most likely to do when you're stressed,Work-out,Georgia,Albany
What are you most likely to do when you're stressed,Work-out,New York,Saint James
What are you most likely to do when you're stressed,Work-out,(not set),(not set)
What are you most likely to do when you're stressed,Work-out,West Virginia,Wheeling
What are you most likely to do when you're stressed,Work-out,Tennessee,Hendersonville
What are you most likely to do when you're stressed,Work-out,Massachusetts,Revere
What are you most likely to do when you're stressed,Work-out,Colorado,Rifle
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Florida,Hollywood
What are you most likely to do when you're stressed,Work-out,Ohio,Columbus
What are you most likely to do when you're stressed,Work-out,(not set),(not set)
What are you most likely to do when you're stressed,Work-out,New Hampshire,Madison
What are you most likely to do when you're stressed,Work-out,Mississippi,Grenada
What are you most likely to do when you're stressed,Work-out,Pennsylvania,Gibsonia
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,Arizona,Scottsdale
What are you most likely to do when you're stressed,Work-out,Washington,Parkland
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Georgia,Atlanta
What are you most likely to do when you're stressed,Work-out,New Hampshire,Barrington
What are you most likely to do when you're stressed,Work-out,Florida,Miami
What are you most likely to do when you're stressed,Work-out,Florida,Miami Beach
What are you most likely to do when you're stressed,Work-out,Maine,(not set)
What are you most likely to do when you're stressed,Work-out,Indiana,Indianapolis
What are you most likely to do when you're stressed,Work-out,Tennessee,Memphis
What are you most likely to do when you're stressed,Work-out,Arkansas,Corning
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Arizona,Lake Havasu City
What are you most likely to do when you're stressed,Work-out,Ohio,Cleveland
What are you most likely to do when you're stressed,Work-out,Connecticut,Hartford
What are you most likely to do when you're stressed,Work-out,California,Santa Ana
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
What are you most likely to do when you're stressed,Work-out,Indiana,Veedersburg
What are you most likely to do when you're stressed,Work-out,New York,Batavia
What are you most likely to do when you're stressed,Work-out,Kentucky,Munfordville
What are you most likely to do when you're stressed,Work-out,Georgia,Atlanta
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Texas,Wylie
What are you most likely to do when you're stressed,Work-out,Texas,Houston
What are you most likely to do when you're stressed,Work-out,Tennessee,Rockwood
What are you most likely to do when you're stressed,Work-out,Georgia,Newnan
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Florida,Kendall
What are you most likely to do when you're stressed,Work-out,New Hampshire,Sunapee
What are you most likely to do when you're stressed,Work-out,Arkansas,Fayetteville
What are you most likely to do when you're stressed,Work-out,Colorado,Denver
What are you most likely to do when you're stressed,Work-out,Rhode Island,Newport
What are you most likely to do when you're stressed,Work-out,Michigan,Detroit
What are you most likely to do when you're stressed,Work-out,Kentucky,Auburn
What are you most likely to do when you're stressed,Work-out,Florida,Palm Coast
What are you most likely to do when you're stressed,Work-out,Texas,Arlington
What are you most likely to do when you're stressed,Work-out,Texas,Dallas
What are you most likely to do when you're stressed,Work-out,Oregon,Redmond
What are you most likely to do when you're stressed,Work-out,Oklahoma,Newcastle
What are you most likely to do when you're stressed,Work-out,Texas,Longview
What are you most likely to do when you're stressed,Work-out,South Carolina,Mount Pleasant
What are you most likely to do when you're stressed,Work-out,New Jersey,Edison
What are you most likely to do when you're stressed,Work-out,Washington,Seattle
What are you most likely to do when you're stressed,Work-out,New Hampshire,Bedford
What are you most likely to do when you're stressed,Work-out,Kansas,Udall
What are you most likely to do when you're stressed,Work-out,Indiana,West Lafayette
What are you most likely to do when you're stressed,Work-out,Colorado,Loveland
What are you most likely to do when you're stressed,Work-out,Connecticut,East Haven
What are you most likely to do when you're stressed,Work-out,Florida,North Miami Beach
What are you most likely to do when you're stressed,Work-out,Nebraska,Omaha
What are you most likely to do when you're stressed,Work-out,Florida,Orlando
What are you most likely to do when you're stressed,Work-out,Indiana,Richmond
What are you most likely to do when you're stressed,Work-out,North Carolina,Yadkinville
What are you most likely to do when you're stressed,Work-out,Montana,Scobey
What are you most likely to do when you're stressed,Work-out,Massachusetts,Scituate
What are you most likely to do when you're stressed,Work-out,California,Los Angeles
What are you most likely to do when you're stressed,Work-out,Illinois,Chicago
